,2020-11-30_2021-01-23,2020-12-07_2021-01-23,2020-12-14_2021-01-23,2020-12-21_2021-01-23,2020-12-28_2021-01-23,2021-01-04_2021-01-23,2021-01-11_2021-01-23,2021-01-18_2021-01-23
num_counties,3141,3141,3141,3141,3141,3141,3141,3141
num_counties_with_projections-BPagano-RtDriven,,,,,0,0,0,0
num_counties_with_projections-CEID-Walk,,,,,3141,3141,3141,3141
num_counties_with_projections-CMU-TimeSeries,,,,,199,199,199,199
num_counties_with_projections-COVIDhub-baseline,3141,3141,3141,3141,3141,3141,3141,3141
num_counties_with_projections-COVIDhub-ensemble,,,,,3141,3141,3141,3141
num_counties_with_projections-CU-select,,,3082,3074,3015,3028,3006,3031
num_counties_with_projections-Columbia_UNC-SurvCon,0,0,0,0,0,0,0,0
num_counties_with_projections-Covid19Sim-Simulator,0,0,0,0,0,0,0,0
num_counties_with_projections-CovidAnalytics-DELPHI,,,0,0,0,0,0,0
num_counties_with_projections-DDS-NBDS,,,,,0,0,0,0
num_counties_with_projections-FAIR-NRAR,,,,,3137,3137,3137,3137
num_counties_with_projections-Geneva-DetGrowth,,,,,,,,0
num_counties_with_projections-Google_Harvard-CPF,,,,,3140,3139,3140,3140
num_counties_with_projections-IBF-TimeSeries,0,0,0,0,0,0,0,0
num_counties_with_projections-IEM_MED-CovidProject,,,,,372,372,372,372
num_counties_with_projections-IowaStateLW-STEM,3103,3103,3103,3103,3103,3103,3103,3103
num_counties_with_projections-JCB-PRM,0,0,0,0,0,,,
num_counties_with_projections-JHUAPL-Bucky,3141,3141,3141,3141,3141,3141,3141,3141
num_counties_with_projections-JHU_CSSE-DECOM,,,,,0,,,
num_counties_with_projections-JHU_IDD-CovidSP,,,3141,3141,3141,3141,3141,3141
num_counties_with_projections-JHU_UNC_GAS-StatMechPool,,,,,1453,1453,1453,
num_counties_with_projections-Karlen-pypm,,,,0,0,0,0,0
num_counties_with_projections-LANL-GrowthRate,,,3110,3110,3110,3110,3110,3111
num_counties_with_projections-LNQ-ens1,,,,,3140,3140,3140,3140
num_counties_with_projections-MITCovAlliance-SIR,,,,,3003,3010,,
num_counties_with_projections-MIT_ISOLAT-Mixtures,,,,,,,,0
